asset_id,figure_id,chapter,chapter_title,working_title,visual_type,priority_score,editorial_priority,selection_status,reuse_family,source_plan
F35.06,35.6,35,Monthly Management Tasks,Monthly Task Priority System,chart_data,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-35-illustration-plan.md
F36.01,36.1,36,Record Keeping,Complete Apiary Record System,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-36-illustration-plan.md
F36.02,36.2,36,Record Keeping,Colony Inspection Record Sheet,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-36-illustration-plan.md
F36.03,36.3,36,Record Keeping,Identification Hierarchy,chart_data,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-36-illustration-plan.md
F36.04,36.4,36,Record Keeping,"Paper, Digital, and Hybrid Systems",comparison,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-36-illustration-plan.md
F36.05,36.5,36,Record Keeping,Treatment Traceability Chain,decision_flow,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,TRACEABILITY_CHAIN,docs/illustration-plans/chapter-36-illustration-plan.md
F36.06,36.6,36,Record Keeping,Honey Batch Traceability,process,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-36-illustration-plan.md
F36.07,36.7,36,Record Keeping,Record Review Cycle,decision_flow,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,TRACEABILITY_CHAIN,docs/illustration-plans/chapter-36-illustration-plan.md
F37.01,37.1,37,Common Beginner Mistakes,Inspection Mistakes,process,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-37-illustration-plan.md
F37.02,37.2,37,Common Beginner Mistakes,Space Management Errors,comparison,4,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-37-illustration-plan.md
F37.03,37.3,37,Common Beginner Mistakes,Queen-Cell Decision Guide,decision_flow,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-37-illustration-plan.md
F37.04,37.4,37,Common Beginner Mistakes,Feeding and Robbing Risks,chart_data,3,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-37-illustration-plan.md
F37.05,37.5,37,Common Beginner Mistakes,Delayed Parasite Management,chart_data,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-37-illustration-plan.md
F37.06,37.6,37,Common Beginner Mistakes,Harvest Mistakes,comparison,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-37-illustration-plan.md
F37.07,37.7,37,Common Beginner Mistakes,Mistake Correction Cycle,chart_data,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-37-illustration-plan.md
F38.01,38.1,38,Emergency Colony Problems,Emergency Triage Sequence,decision_flow,17,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.02,38.2,38,Emergency Colony Problems,Starvation Versus Accessible Stores,comparison,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.03,38.3,38,Emergency Colony Problems,Severe Robbing at the Entrance,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.04,38.4,38,Emergency Colony Problems,Transport Overheating,comparison,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.05,38.5,38,Emergency Colony Problems,Comb Collapse and Frame Handling,process,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.06,38.6,38,Emergency Colony Problems,Storm-Damaged Hive Recovery,process,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.07,38.7,38,Emergency Colony Problems,Sudden Mortality Evidence Map,map_landscape,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.08,38.8,38,Emergency Colony Problems,Suspected Disease Biosecurity Zone,map_landscape,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,APIARY_SITE_SYSTEM,docs/illustration-plans/chapter-38-illustration-plan.md
F38.09,38.9,38,Emergency Colony Problems,Emergency Record Sheet Example,chart_data,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-38-illustration-plan.md
F38.10,38.10,38,Emergency Colony Problems,Recovery Monitoring Timeline,timeline,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-38-illustration-plan.md
F39.01,39.1,39,Diseases,Disease Investigation Framework,decision_flow,16,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.02,39.2,39,Diseases,Healthy Brood Reference,comparison,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,HEALTHY_BROOD_REFERENCE,docs/illustration-plans/chapter-39-illustration-plan.md
F39.03,39.3,39,Diseases,Patchy Brood Has Multiple Causes,scientific_illustration,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.04,39.4,39,Diseases,American Foulbrood Suspicion Features,scientific_illustration,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.05,39.5,39,Diseases,European Foulbrood Suspicion Features,scientific_illustration,9,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.06,39.6,39,Diseases,AFB and EFB Comparison,chart_data,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.07,39.7,39,Diseases,Chalkbrood Progression,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.08,39.8,39,Diseases,Sacbrood Larva,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.09,39.9,39,Diseases,Adult-Bee Warning Signs,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.10,39.10,39,Diseases,Correct Sampling and Labelling,process,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.11,39.11,39,Diseases,Apiary Biosecurity Flow,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.12,39.12,39,Diseases,Routes of Disease Spread,process,11,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.13,39.13,39,Diseases,Differential Diagnosis Matrix,chart_data,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-39-illustration-plan.md
F39.14,39.14,39,Diseases,Disease Event Record and Apiary Map,map_landscape,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-39-illustration-plan.md
F40.01,40.1,40,Parasites,"Parasite, Pathogen, Pest, and Predator",chart_data,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.02,40.2,40,Parasites,Adult Female Varroa,scientific_illustration,9,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.03,40.3,40,Parasites,Varroa Reproductive Cycle,life_cycle,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,VARROA_CORE,docs/illustration-plans/chapter-40-illustration-plan.md
F40.04,40.4,40,Parasites,Varroa on Adult Bees,anatomical,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.05,40.5,40,Parasites,Direct and Indirect Varroa Damage,scientific_illustration,11,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.06,40.6,40,Parasites,Varroa Spread Between Colonies,scientific_illustration,11,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.07,40.7,40,Parasites,Varroa and Tropilaelaps Comparison,comparison,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.08,40.8,40,Parasites,Tropilaelaps Life Cycle and Brood Dependence,life_cycle,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.09,40.9,40,Parasites,Tropilaelaps Surveillance Map Concept,map_landscape,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.10,40.10,40,Parasites,Tracheal Mite Location,anatomical,10,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.11,40.11,40,Parasites,Tracheal Dissection Concept,comparison,11,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.12,40.12,40,Parasites,Not Every Hive Mite Is Varroa,scientific_illustration,9,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.13,40.13,40,Parasites,Monitoring Method Matches the Question,decision_flow,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-40-illustration-plan.md
F40.14,40.14,40,Parasites,Parasite Biosecurity for Purchased Bees and Brood,scientific_illustration,9,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-40-illustration-plan.md
F41.01,41.1,41,Varroa Destructor,Varroa Life Cycle in Worker Brood,life_cycle,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,VARROA_CORE,docs/illustration-plans/chapter-41-illustration-plan.md
F41.02,41.2,41,Varroa Destructor,Worker Versus Drone Brood,timeline,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.03,41.3,41,Varroa Destructor,Adult-Bee Feeding Site,anatomical,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,BEE_CASTE_ANATOMY,docs/illustration-plans/chapter-41-illustration-plan.md
F41.04,41.4,41,Varroa Destructor,Varroa–Virus–Colony Decline Pathway,scientific_illustration,9,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.05,41.5,41,Varroa Destructor,Seasonal Mite-to-Bee Ratio,chart_data,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.06,41.6,41,Varroa Destructor,Adult-Bee Wash Procedure,process,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.07,41.7,41,Varroa Destructor,Monitoring Methods Compared,comparison,9,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.08,41.8,41,Varroa Destructor,Mites per 100 Bees Calculation,decision_flow,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.09,41.9,41,Varroa Destructor,Why Thresholds Are Contextual,decision_flow,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.10,41.10,41,Varroa Destructor,Varroa Control Categories,chart_data,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.11,41.11,41,Varroa Destructor,Treatment Failure Versus Reinvasion,timeline,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.12,41.12,41,Varroa Destructor,Acaricide Resistance Selection,process,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.13,41.13,41,Varroa Destructor,Honey-Super and Temperature Decision Check,decision_flow,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-41-illustration-plan.md
F41.14,41.14,41,Varroa Destructor,Apiary Varroa Map,map_landscape,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-41-illustration-plan.md
F42.01,42.1,42,Nosema,Nosema Life Cycle in an Adult Bee,life_cycle,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.02,42.2,42,Nosema,Nosema/Vairimorpha Naming,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.03,42.3,42,Nosema,Healthy Versus Heavily Affected Midgut Concept,comparison,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.04,42.4,42,Nosema,Dysentery Is Not a Diagnosis,scientific_illustration,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.05,42.5,42,Nosema,Representative Sampling,process,9,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.06,42.6,42,Nosema,Microscopy Workflow,process,9,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-42-illustration-plan.md
F42.07,42.7,42,Nosema,Haemocytometer Counting Concept,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.08,42.8,42,Nosema,Microscopy Versus PCR/qPCR,comparison,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.09,42.9,42,Nosema,Positive Result Does Not Equal Cause,decision_flow,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.10,42.10,42,Nosema,Faecal–Oral Transmission Routes,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-42-illustration-plan.md
F42.11,42.11,42,Nosema,Nosema Management Framework,decision_flow,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-42-illustration-plan.md
F42.12,42.12,42,Nosema,Apiary-Level Pattern Chart,chart_data,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-42-illustration-plan.md
F43.01,43.1,43,American Foulbrood,AFB Infection Cycle,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.02,43.2,43,American Foulbrood,Healthy Brood Versus Early AFB Suspicion,comparison,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,HEALTHY_BROOD_REFERENCE,docs/illustration-plans/chapter-43-illustration-plan.md
F43.03,43.3,43,American Foulbrood,Disease-Stage Cell Series,technical_cutaway,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.04,43.4,43,American Foulbrood,Rope Test,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.05,43.5,43,American Foulbrood,Adherent Scale and Pupal Tongue,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.06,43.6,43,American Foulbrood,AFB Differential Diagnosis,comparison,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.07,43.7,43,American Foulbrood,Routes of Spore Movement,scientific_illustration,9,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.08,43.8,43,American Foulbrood,Suspect-Colony Containment,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.09,43.9,43,American Foulbrood,Laboratory Confirmation Pathways,decision_flow,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.10,43.10,43,American Foulbrood,Cleaning Versus Decontamination,chart_data,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.11,43.11,43,American Foulbrood,Why Antibiotics Do Not Eradicate AFB,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.12,43.12,43,American Foulbrood,Trace-Back and Trace-Forward Map,map_landscape,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-43-illustration-plan.md
F43.13,43.13,43,American Foulbrood,AFB Response Decision Flow,decision_flow,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-43-illustration-plan.md
F44.01,44.1,44,European Foulbrood,EFB Infection Sequence,process,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.02,44.2,44,European Foulbrood,Healthy Versus EFB-Affected Open Brood,comparison,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.03,44.3,44,European Foulbrood,Abnormal Larval Positions,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.04,44.4,44,European Foulbrood,EFB Versus AFB,comparison,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.05,44.5,44,European Foulbrood,EFB Differential Diagnosis,scientific_illustration,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.06,44.6,44,European Foulbrood,Disease Expression and Colony Stress,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.07,44.7,44,European Foulbrood,EFB Transmission Routes,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.08,44.8,44,European Foulbrood,Sampling and Diagnostic Pathway,process,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.09,44.9,44,European Foulbrood,Shook-Swarm Principle,process,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.10,44.10,44,European Foulbrood,Follow-Up After Apparent Recovery,timeline,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-44-illustration-plan.md
F44.11,44.11,44,European Foulbrood,Apiary Contact Map,map_landscape,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-44-illustration-plan.md
F45.01,45.1,45,Viruses,Infection Versus Clinical Disease,comparison,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.02,45.2,45,Viruses,Viral Transmission Routes,scientific_illustration,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.03,45.3,45,Viruses,Varroa–DWV Interaction,technical_cutaway,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.04,45.4,45,Viruses,DWV Phenotype Spectrum,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.05,45.5,45,Viruses,CBPV Clinical Signs,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.06,45.6,45,Viruses,Acute Paralysis Virus Group,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.07,45.7,45,Viruses,Sacbrood Development,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.08,45.8,45,Viruses,Black Queen Cell Virus,technical_cutaway,11,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.09,45.9,45,Viruses,RT-PCR Workflow,process,11,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-45-illustration-plan.md
F45.10,45.10,45,Viruses,Pooled Versus Individual Sampling,comparison,11,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.11,45.11,45,Viruses,Viral Differential Diagnosis,chart_data,16,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-45-illustration-plan.md
F45.12,45.12,45,Viruses,Practical Virus-Management Framework,decision_flow,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-45-illustration-plan.md
F46.01,46.1,46,Integrated Pest Management,The Honey Bee IPM Cycle,decision_flow,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.02,46.2,46,Integrated Pest Management,IPM Control Hierarchy,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.03,46.3,46,Integrated Pest Management,Surveillance Versus Monitoring,comparison,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.04,46.4,46,Integrated Pest Management,Thresholds Are Contextual,decision_flow,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.05,46.5,46,Integrated Pest Management,Brood Interruption as a Biological Window,timeline,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.06,46.6,46,Integrated Pest Management,Drone-Brood Removal Sequence,process,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.07,46.7,46,Integrated Pest Management,Robbing and Drift as Area-Wide Transmission,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.08,46.8,46,Integrated Pest Management,Genetic Resistance Within IPM,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.09,46.9,46,Integrated Pest Management,Mode of Action and Resistance Selection,comparison,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.10,46.10,46,Integrated Pest Management,Treatment Failure Investigation,decision_flow,14,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.11,46.11,46,Integrated Pest Management,Food and Operator Safety Check,scientific_illustration,9,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.12,46.12,46,Integrated Pest Management,Established Pest Versus Exotic Regulated Pest,comparison,13,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.13,46.13,46,Integrated Pest Management,Annual IPM Plan,timeline,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-46-illustration-plan.md
F46.14,46.14,46,Integrated Pest Management,Apiary-Level Dashboard Concept,chart_data,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-46-illustration-plan.md
F47.01,47.1,47,Nectar Flow,From Flower to Harvestable Honey,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.02,47.2,47,Nectar Flow,Floral Nectary and Nectar Collection,technical_cutaway,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-47-illustration-plan.md
