asset_id,figure_id,chapter,chapter_title,part,working_title,visual_type,production_status,rights_status,accuracy_status,recommended_print_size,source_plan
F46.05,46.5,46,Integrated Pest Management,V — Bee Health,Brood Interruption as a Biological Window,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-46-illustration-plan.md
F46.06,46.6,46,Integrated Pest Management,V — Bee Health,Drone-Brood Removal Sequence,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-46-illustration-plan.md
F46.07,46.7,46,Integrated Pest Management,V — Bee Health,Robbing and Drift as Area-Wide Transmission,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-46-illustration-plan.md
F46.08,46.8,46,Integrated Pest Management,V — Bee Health,Genetic Resistance Within IPM,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-46-illustration-plan.md
F46.09,46.9,46,Integrated Pest Management,V — Bee Health,Mode of Action and Resistance Selection,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-46-illustration-plan.md
F46.10,46.10,46,Integrated Pest Management,V — Bee Health,Treatment Failure Investigation,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-46-illustration-plan.md
F46.11,46.11,46,Integrated Pest Management,V — Bee Health,Food and Operator Safety Check,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-46-illustration-plan.md
F46.12,46.12,46,Integrated Pest Management,V — Bee Health,Established Pest Versus Exotic Regulated Pest,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-46-illustration-plan.md
F46.13,46.13,46,Integrated Pest Management,V — Bee Health,Annual IPM Plan,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-46-illustration-plan.md
F46.14,46.14,46,Integrated Pest Management,V — Bee Health,Apiary-Level Dashboard Concept,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-46-illustration-plan.md
F47.01,47.1,47,Nectar Flow,VI — Honey Production,From Flower to Harvestable Honey,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-47-illustration-plan.md
F47.02,47.2,47,Nectar Flow,VI — Honey Production,Floral Nectary and Nectar Collection,technical_cutaway,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-47-illustration-plan.md
F47.03,47.3,47,Nectar Flow,VI — Honey Production,Environmental Controls on Nectar Secretion,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-47-illustration-plan.md
F47.04,47.4,47,Nectar Flow,VI — Honey Production,Phenology Rather Than Calendar,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-47-illustration-plan.md
F47.05,47.5,47,Nectar Flow,VI — Honey Production,Forager Recruitment and Receiver Bees,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-47-illustration-plan.md
F47.06,47.6,47,Nectar Flow,VI — Honey Production,Nectar Ripening,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-47-illustration-plan.md
F47.07,47.7,47,Nectar Flow,VI — Honey Production,Typical Scale-Hive Daily Curve,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-47-illustration-plan.md
F47.08,47.8,47,Nectar Flow,VI — Honey Production,Scale-Hive Confounders,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-47-illustration-plan.md
F47.09,47.9,47,Nectar Flow,VI — Honey Production,Colony Population Timing Before a Flow,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-47-illustration-plan.md
F47.10,47.10,47,Nectar Flow,VI — Honey Production,Storage-Space Decision,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-47-illustration-plan.md
F47.11,47.11,47,Nectar Flow,VI — Honey Production,"Flow, Dearth and Robbing Risk",timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-47-illustration-plan.md
F47.12,47.12,47,Nectar Flow,VI — Honey Production,Local Bloom Record Sheet,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-47-illustration-plan.md
F47.13,47.13,47,Nectar Flow,VI — Honey Production,Varietal-Honey Source Separation,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-47-illustration-plan.md
F48.01,48.1,48,Honey Harvesting,VI — Honey Production,Harvest Readiness Decision Flow,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-48-illustration-plan.md
F48.02,48.2,48,Honey Harvesting,VI — Honey Production,"Capped, Uncapped, and Fresh Nectar",scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.03,48.3,48,Honey Harvesting,VI — Honey Production,Honey Refractometer Use,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.04,48.4,48,Honey Harvesting,VI — Honey Production,Representative Moisture Sampling,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.05,48.5,48,Honey Harvesting,VI — Honey Production,Legal Maximum Versus Operational Target,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-48-illustration-plan.md
F48.06,48.6,48,Honey Harvesting,VI — Honey Production,Fermentation Risk Factors,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.07,48.7,48,Honey Harvesting,VI — Honey Production,Bee-Removal Methods Compared,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.08,48.8,48,Honey Harvesting,VI — Honey Production,Robbing-Safe Harvest Workflow,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.09,48.9,48,Honey Harvesting,VI — Honey Production,Safe Manual Handling of Supers,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.10,48.10,48,Honey Harvesting,VI — Honey Production,Food-Safe Transport,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.11,48.11,48,Honey Harvesting,VI — Honey Production,Traceability Chain,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.12,48.12,48,Honey Harvesting,VI — Honey Production,EU Blend-Origin Traceability Context,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F48.13,48.13,48,Honey Harvesting,VI — Honey Production,Harvest Emergency Responses,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-48-illustration-plan.md
F49.01,49.1,49,Honey Extraction,VI — Honey Production,One-Way Honey-Room Workflow,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.02,49.2,49,Honey Extraction,VI — Honey Production,Clean and Dirty Zones,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.03,49.3,49,Honey Extraction,VI — Honey Production,Uncapping Methods,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.04,49.4,49,Honey Extraction,VI — Honey Production,Tangential Versus Radial Extraction,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.05,49.5,49,Honey Extraction,VI — Honey Production,Staged Extraction for Fragile Comb,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.06,49.6,49,Honey Extraction,VI — Honey Production,Extractor Balance,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.07,49.7,49,Honey Extraction,VI — Honey Production,Comb Blow-Out Risk,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.08,49.8,49,Honey Extraction,VI — Honey Production,Honey Transfer Without Excess Air,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.09,49.9,49,Honey Extraction,VI — Honey Production,Straining Versus Significant Pollen Removal,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.10,49.10,49,Honey Extraction,VI — Honey Production,Settling Tank,technical_cutaway,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.11,49.11,49,Honey Extraction,VI — Honey Production,Cleaning and Drying Sequence,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.12,49.12,49,Honey Extraction,VI — Honey Production,Lot Traceability Through the Line,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.13,49.13,49,Honey Extraction,VI — Honey Production,Extraction Safety Hazards,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F49.14,49.14,49,Honey Extraction,VI — Honey Production,Emergency Response Panels,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-49-illustration-plan.md
F50.01,50.1,50,Honey Processing,VI — Honey Production,Minimal-Processing Flow,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.02,50.2,50,Honey Processing,VI — Honey Production,Settling Tank Separation,technical_cutaway,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.03,50.3,50,Honey Processing,VI — Honey Production,Straining Versus Legal “Filtered Honey”,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.04,50.4,50,Honey Processing,VI — Honey Production,Time–Temperature Quality Relationship,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-50-illustration-plan.md
F50.05,50.5,50,Honey Processing,VI — Honey Production,Uniform Versus Localised Heating,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.06,50.6,50,Honey Processing,VI — Honey Production,Drum Liquefaction Temperature Gradient,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.07,50.7,50,Honey Processing,VI — Honey Production,Gentle Versus Turbulent Mixing,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.08,50.8,50,Honey Processing,VI — Honey Production,Blend Traceability,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.09,50.9,50,Honey Processing,VI — Honey Production,Crystallisation Factors,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.10,50.10,50,Honey Processing,VI — Honey Production,Moisture-Management Options,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.11,50.11,50,Honey Processing,VI — Honey Production,Honey Processing Hazard Map,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-50-illustration-plan.md
F50.12,50.12,50,Honey Processing,VI — Honey Production,HMF and Diastase as Quality Evidence,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.13,50.13,50,Honey Processing,VI — Honey Production,Fraud-Prevention Controls,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F50.14,50.14,50,Honey Processing,VI — Honey Production,Unsupported Home “Purity Tests”,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-50-illustration-plan.md
F51.01,51.1,51,Honey Storage,VI — Honey Production,What Changes During Storage,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.02,51.2,51,Honey Storage,VI — Honey Production,"Food Safety, Quality, and Shelf Life",scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.03,51.3,51,Honey Storage,VI — Honey Production,Hygroscopicity and Sealing,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.04,51.4,51,Honey Storage,VI — Honey Production,Headspace and Condensation,technical_cutaway,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.05,51.5,51,Honey Storage,VI — Honey Production,Time–Temperature Storage Effect,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-51-illustration-plan.md
F51.06,51.6,51,Honey Storage,VI — Honey Production,Crystallisation and Phase Separation,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.07,51.7,51,Honey Storage,VI — Honey Production,Fermentation Versus Surface Foam,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.08,51.8,51,Honey Storage,VI — Honey Production,Bulk Container Options,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.09,51.9,51,Honey Storage,VI — Honey Production,Retail Packaging Trade-Offs,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.10,51.10,51,Honey Storage,VI — Honey Production,Warehouse Layout,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.11,51.11,51,Honey Storage,VI — Honey Production,FIFO/FEFO and Harvest Age,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.12,51.12,51,Honey Storage,VI — Honey Production,Storage Sampling,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.13,51.13,51,Honey Storage,VI — Honey Production,Quarantine Status System,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F51.14,51.14,51,Honey Storage,VI — Honey Production,Storage Emergency Responses,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-51-illustration-plan.md
F52.01,52.1,52,Comb Honey Production,VI — Honey Production,Comb Honey Product Forms,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.02,52.2,52,Comb Honey Production,VI — Honey Production,Fresh Broodless Comb Versus Used Brood Comb,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.03,52.3,52,Comb Honey Production,VI — Honey Production,Colony Preparation Timeline,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-52-illustration-plan.md
F52.04,52.4,52,Comb Honey Production,VI — Honey Production,Comb Honey and Swarm Pressure,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.05,52.5,52,Comb Honey Production,VI — Honey Production,Foundation and Guide Options,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.06,52.6,52,Comb Honey Production,VI — Honey Production,Hive Level and Straight Comb,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.07,52.7,52,Comb Honey Production,VI — Honey Production,Section Completion Economics,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.08,52.8,52,Comb Honey Production,VI — Honey Production,Dry and Wet Cappings,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.09,52.9,52,Comb Honey Production,VI — Honey Production,Comb Honey Defect Atlas,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.10,52.10,52,Comb Honey Production,VI — Honey Production,Representative Moisture Assessment,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.11,52.11,52,Comb Honey Production,VI — Honey Production,Gentle Bee Removal,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.12,52.12,52,Comb Honey Production,VI — Honey Production,Cut-Comb Workflow,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.13,52.13,52,Comb Honey Production,VI — Honey Production,Heat Damage During Transport,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.14,52.14,52,Comb Honey Production,VI — Honey Production,Physical Storage-Pest Control,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F52.15,52.15,52,Comb Honey Production,VI — Honey Production,Traceability Chain,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-52-illustration-plan.md
F53.01,53.1,53,Creamed Honey,VI — Honey Production,Controlled Versus Uncontrolled Crystallisation,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.02,53.2,53,Creamed Honey,VI — Honey Production,Nucleation and Crystal Growth,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.03,53.3,53,Creamed Honey,VI — Honey Production,Dyce-Style Process Principle,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.04,53.4,53,Creamed Honey,VI — Honey Production,Seed Quality,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.05,53.5,53,Creamed Honey,VI — Honey Production,Seed Premix and Tank Mixing,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.06,53.6,53,Creamed Honey,VI — Honey Production,Air Incorporation Defects,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.07,53.7,53,Creamed Honey,VI — Honey Production,Setting-Room Temperature Mapping,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-53-illustration-plan.md
F53.08,53.8,53,Creamed Honey,VI — Honey Production,Texture Defect Atlas,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.09,53.9,53,Creamed Honey,VI — Honey Production,Phase Separation and Moisture Redistribution,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.10,53.10,53,Creamed Honey,VI — Honey Production,Rework Decision,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-53-illustration-plan.md
F53.11,53.11,53,Creamed Honey,VI — Honey Production,Plain Versus Flavoured Product Controls,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F53.12,53.12,53,Creamed Honey,VI — Honey Production,Scale-Up Effects,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-53-illustration-plan.md
F54.01,54.1,54,Wax Processing,VI — Honey Production,Wax Source Streams,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-54-illustration-plan.md
F54.02,54.2,54,Wax Processing,VI — Honey Production,New Comb Versus Old Brood Comb,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-54-illustration-plan.md
F54.03,54.3,54,Wax Processing,VI — Honey Production,Rendering Methods Compared,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-54-illustration-plan.md
F54.04,54.4,54,Wax Processing,VI — Honey Production,Water Rendering Separation,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-54-illustration-plan.md
